Hs.egID	gene.symbol	gene.alias	OMIM.ID	OMIM.name	info	gene.description	gene.type
574047	MRXSMP		300519	Mental retardation, X-linked, syndromic, Martin-Probst type (2)	MIM:300519	Martin-Probst deafness-mental retardation syndrome	unknown
24137	KIF4A	KIF4|KIF4G1|MRX100	300521	?Mental retardation, X-linked 100, 300923 (3)	MIM:300521|HGNC:HGNC:13339|Ensembl:ENSG00000090889|Vega:OTTHUMG00000021775	kinesin family member 4A	protein-coding
23096	IQSEC2	BRAG1|MRX1|MRX18|MRX78	300522	Mental retardation, X-linked 1/78, 309530 (3)	MIM:300522|HGNC:HGNC:29059|Ensembl:ENSG00000124313|Vega:OTTHUMG00000021608	IQ motif and Sec7 domain 2	protein-coding
340533	NEXMIF	KIAA2022|KIDLIA|MRX98|XPN	300524	Mental retardation, X-linked 98, 300912 (3)	MIM:300524|HGNC:HGNC:29433|Ensembl:ENSG00000050030|Vega:OTTHUMG00000021860	neurite extension and migration factor	protein-coding
11152	WDR45	JM5|NBIA4|NBIA5|WDRX1|WIPI-4|WIPI4	300526	Neurodegeneration with brain iron accumulation 5, 300894 (3)	MIM:300526|HGNC:HGNC:28912|Ensembl:ENSG00000196998|Vega:OTTHUMG00000034500	WD repeat domain 45	protein-coding
4952	OCRL	INPP5F|LOCR|NPHL2|OCRL-1|OCRL1	300535	Dent disease 2, 300555 (3);Lowe syndrome, 309000 (3)	MIM:300535|HGNC:HGNC:8108|Ensembl:ENSG00000122126|Vega:OTTHUMG00000022706	OCRL, inositol polyphosphate-5-phosphatase	protein-coding
554316	BMND4		300536	[Bone mineral density QTL 4] (2)	MIM:300536	Bone mineral density variation QTL 4	unknown
554	AVPR2	ADHR|DI1|DIR|DIR3|NDI|V2R	300538	Diabetes insipidus, nephrogenic, 304800 (3);Nephrogenic syndrome of inappropriate antidiuresis, 300539 (3)	MIM:300538|HGNC:HGNC:897|Ensembl:ENSG00000126895|Vega:OTTHUMG00000024227	arginine vasopressin receptor 2	protein-coding
2245	FGD1	AAS|FGDY|MRXS16|ZFYVE3	300546	Aarskog-Scott syndrome, 305400 (3);Mental retardation, X-linked syndromic 16, 305400 (3)	MIM:300546|HGNC:HGNC:3663|Ensembl:ENSG00000102302|Vega:OTTHUMG00000021627	FYVE, RhoGEF and PH domain containing 1	protein-coding
5251	PHEX	HPDR|HPDR1|HYP|HYP1|LXHR|PEX|XLH	300550	Hypophosphatemic rickets, X-linked dominant, 307800 (3)	MIM:300550|HGNC:HGNC:8918|Ensembl:ENSG00000102174|Vega:OTTHUMG00000021241	phosphate regulating endopeptidase homolog X-linked	protein-coding
4281	MID1	BBBG1|FXY|GBBB1|MIDIN|OGS1|OS|OSX|RNF59|TRIM18|XPRF|ZNFXY	300552	Opitz GBBB syndrome, type I, 300000 (3)	MIM:300552|HGNC:HGNC:7095|Ensembl:ENSG00000101871|Vega:OTTHUMG00000021127	midline 1	protein-coding
254065	BRWD3	BRODL|MRX93	300553	Mental retardation, X-linked 93, 300659 (3)	MIM:300553|HGNC:HGNC:17342|Ensembl:ENSG00000165288|Vega:OTTHUMG00000021908	bromodomain and WD repeat domain containing 3	protein-coding
10159	ATP6AP2	APT6M8-9|ATP6IP2|ATP6M8-9|ELDF10|HT028|M8-9|MRXE|MRXSH|MSTP009|PRR|RENR|XMRE|XPDS	300556	?Parkinsonism with spasticity, X-linked, 300911 (3);Mental retardation, X-linked, syndromic, Hedera type, 300423 (3)	MIM:300556|HGNC:HGNC:18305|Ensembl:ENSG00000182220|Vega:OTTHUMG00000024103	ATPase H+ transporting accessory protein 2	protein-coding
677662	PARK12		300557	{Parkinson disease 12} (2)	MIM:300557|HGNC:HGNC:34510	Parkinson disease 12 (susceptibility)	unknown
23133	PHF8	JHDM1F|KDM7B|MRXSSD|ZNF422	300560	Mental retardation syndrome, X-linked, Siderius type, 300263 (3)	MIM:300560|HGNC:HGNC:20672|Ensembl:ENSG00000172943|Vega:OTTHUMG00000021622	PHD finger protein 8	protein-coding
10149	ADGRG2	CBAVDX|EDDM6|GPR64|HE6|TM7LN2	300572	Vas deferens, congenital bilateral aplasia of, X-linked, 300985 (3)	MIM:300572|HGNC:HGNC:4516|Ensembl:ENSG00000173698|Vega:OTTHUMG00000021223	adhesion G protein-coupled receptor G2	protein-coding
158866	ZDHHC15	DHHC15|MRX91	300576	?Mental retardation, X-linked 91, 300577 (3)	MIM:300576|HGNC:HGNC:20342|Ensembl:ENSG00000102383|Vega:OTTHUMG00000021866	zinc finger DHHC-type containing 15	protein-coding
100271686	DELXP11.3	CXDELp11.3	300578	Chromosome Xp11.3 deletion syndrome (4)	MIM:300578	Chromosome Xp11.3 deletion syndrome	unknown
57477	SHROOM4	SHAP|shrm4	300579	Stocco dos Santos X-linked mental retardation syndrome, 300434 (3)	MIM:300579|HGNC:HGNC:29215|Ensembl:ENSG00000158352|Vega:OTTHUMG00000021521	shroom family member 4	protein-coding
100188765	CFTDX		300580	Myopathy, congenital, with fiber-type disproportion, X-linked (2)	MIM:300580	Myopathy, congenital, with fiber-type disproportion, X-linked	unknown
780900	FGS5		300581	FG syndrome 5 (2)	MIM:300581|HGNC:HGNC:37735	FG syndrome 5	unknown
780901	NYS5		300589	Nystagmus 5, congenital, X-linked (2)	MIM:300589	Nystagmus 5, infantile periodic alternating	unknown
100037264	STQTL6		300591	{Stature QTL 6} (2)	MIM:300591	stature quantitative trait locus 6	unknown
79983	POF1B	POF|POF2B	300603	?Premature ovarian failure 2B, 300604 (3)	MIM:300603|HGNC:HGNC:13711|Ensembl:ENSG00000124429|Vega:OTTHUMG00000021934	POF1B, actin binding protein	protein-coding
777642	RP34		300605	Retinitis pigmentosa 34 (2)	MIM:300605|HGNC:HGNC:33161	retinitis pigmentosa 34 (X-linked recessive)	unknown
3188	HNRNPH2	FTP3|HNRPH'|HNRPH2|MRXSB|NRPH2|hnRNPH'	300610	Mental retardation, X-linked, syndromic, Bain type, 300986 (3)	MIM:300610|HGNC:HGNC:5042|Ensembl:ENSG00000126945|Vega:OTTHUMG00000022029	heterogeneous nuclear ribonucleoprotein H2	protein-coding
29071	C1GALT1C1	C1GALT2|C38H2-L1|COSMC|HSPC067|MST143|TNPS	300611	Tn polyagglutination syndrome, somatic, 300622 (3)	MIM:300611|HGNC:HGNC:24338|Ensembl:ENSG00000171155|Vega:OTTHUMG00000022305	C1GALT1 specific chaperone 1	protein-coding
105463128	MRXSBWB		300612	Brooks-Wisniewski-Brown syndrome (2)	MIM:300612	Brooks-Wisniewski-Brown syndrome	unknown
677764	MYP13		300613	Myopia 13 (2)	MIM:300613|HGNC:HGNC:32582	myopia 13	unknown
90167	FRMD7	NYS|NYS1|XIPAN	300628	Nystagmus 1, congenital, X-linked, 310700 (3);Nystagmus, infantile periodic alternating, X-linked, 310700 (3)	MIM:300628|HGNC:HGNC:8079|Ensembl:ENSG00000165694|Vega:OTTHUMG00000022421	FERM domain containing 7	protein-coding
8905	AP1S2	DC22|MRX59|MRXS21|MRXS5|MRXSF|PGS|SIGMA1B	300629	Mental retardation, X-linked syndromic 5, 304340 (3)	MIM:300629|HGNC:HGNC:560|Ensembl:ENSG00000182287|Vega:OTTHUMG00000021186	adaptor related protein complex 1 sigma 2 subunit	protein-coding
27286	SRPX2	BPP|CBPS|PMGX|RESDX|SRPUL	300642	?Rolandic epilepsy, mental retardation, and speech dyspraxia, 300643 (3)	MIM:300642|HGNC:HGNC:30668|Ensembl:ENSG00000102359|Vega:OTTHUMG00000022003	sushi repeat containing protein, X-linked 2	protein-coding
2717	GLA	GALA	300644	Fabry disease, 301500 (3);Fabry disease, cardiac variant, 301500 (3)	MIM:300644|HGNC:HGNC:4296|Ensembl:ENSG00000102393|Vega:OTTHUMG00000022026	galactosidase alpha	protein-coding
51114	ZDHHC9	CGI89|CXorf11|DHHC9|MMSA1|MRXSZ|ZDHHC10|ZNF379|ZNF380	300646	Mental retardation, X-linked syndromic, Raymond type, 300799 (3)	MIM:300646|HGNC:HGNC:18475|Ensembl:ENSG00000188706|Vega:OTTHUMG00000022375	zinc finger DHHC-type containing 9	protein-coding
139285	AMER1	FAM123B|OSCS|WTX	300647	Osteopathia striata with cranial sclerosis, 300373 (3)	MIM:300647|HGNC:HGNC:26837|Ensembl:ENSG00000184675|Vega:OTTHUMG00000021703	APC membrane recruitment protein 1	protein-coding
4941	OASD		300650	Ocular albinism with sensorineural deafness (2)	MIM:300650|HGNC:HGNC:8089	ocular albinism and sensorineural deafness	unknown
64840	PORCN	DHOF|FODH|MG61|PORC|PPN	300651	Focal dermal hypoplasia, 305600 (3)	MIM:300651|HGNC:HGNC:17652|Ensembl:ENSG00000102312|Vega:OTTHUMG00000024116	porcupine O-acyltransferase	protein-coding
100188767	AGSPX		300652	Angio serpiginosum (2)	MIM:300652	Angio serpiginosum	unknown
4693	NDP	EVR2|FEVR|ND	300658	Exudative vitreoretinopathy 2, X-linked, 305390 (3);Norrie disease, 310600 (3)	MIM:300658|HGNC:HGNC:7678|Ensembl:ENSG00000124479|Vega:OTTHUMG00000021391	NDP, norrin cystine knot growth factor	protein-coding
100302058	LKMCD		300660	Leukoencephalopathy with metaphyseal chondrodysplasia (2)	MIM:300660	Leukoencephalopathy with metaphyseal chondrodysplasia	unknown
100505389	DELXP21	CXDELp21	300679	Chromosome Xp21 deletion syndrome (4)	MIM:300679	Chromosome Xp21 deletion syndrome	unknown
10075	HUWE1	ARF-BP1|HECTH9|HSPC272|Ib772|LASU1|MULE|URE-B1|UREB1	300697	Mental retardation, X-linked syndromic, Turner type, 300706 (3)	MIM:300697|HGNC:HGNC:30892|Ensembl:ENSG00000086758|Vega:OTTHUMG00000021617	HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase	protein-coding
122	ADFN	ALDS	300700	Albinism-deafness syndrome (2)	MIM:300700|HGNC:HGNC:247	albinism-deafness syndrome	unknown
100188768	SCAX5		300703	Spinocerebellar ataxia, X-linked 5 (2)	MIM:300703	Spinocerebellar ataxia, X-linked 5	unknown
100188769	HPCX2		300704	{Prostate cancer, hereditary, X-linked 2} (2)	MIM:300704	Prostate cancer, hereditary, X-linked 2	unknown
103753528	DUPXP11.22	MRX17|MRX31	300705	Xp11.22 microduplication syndrome (4)	MIM:300705	Xp11.22 microduplication syndrome	unknown
92002	CCNQ	FAM58A|STAR	300708	STAR syndrome, 300707 (3)	MIM:300708|HGNC:HGNC:28434|Ensembl:ENSG00000262919|Vega:OTTHUMG00000024206	cyclin Q	protein-coding
100188771	AGA2		300710	Alopecia, androgenetic, 2 (2)	MIM:300710	Alopecia, androgenetic, 2	unknown
100188772	IHPS4		300711	Pyloric stenosis, infantile hypertrophic, 4 (2)	MIM:300711	Pyloric stenosis, infantile hypertrophic, 4	unknown
100188773	CFSS		300712	?Craniofacioskeletal syndrome (2)	MIM:300712	craniofacioskeletal syndrome	unknown
84061	MAGT1	IAP|MRX95|OST3B|PRO0756|XMEN|bA217H1.1	300715	Immunodeficiency, X-linked, with magnesium defect, Epstein-Barr virus infection and neoplasia, 300853 (3)	MIM:300715|HGNC:HGNC:28880|Ensembl:ENSG00000102158|Vega:OTTHUMG00000021882	magnesium transporter 1	protein-coding
102775568	MRX95		300716	Mental retardation, X-linked 95 (2)	MIM:300716	Mental retardation, X-linked 95	unknown
100188774	DFCTRPS		300719	Deafness, cataract, retinitis pigmentosa, and sperm abnormalities (2)	MIM:300719	Deafness, cataract, retinitis pigmentosa, and sperm abnormalities	unknown
22866	CNKSR2	CNK2|KSR2|MAGUIN|MRXSHG	300724	Mental retardation, X-linked, syndromic, Houge type, 301008 (3)	MIM:300724|HGNC:HGNC:19701|Ensembl:ENSG00000149970|Vega:OTTHUMG00000021233	connector enhancer of kinase suppressor of Ras 2	protein-coding
2158	F9	F9 p22|FIX|HEMB|P19|PTC|THPH8	300746	Hemophilia B, 306900 (3);Thrombophilia, X-linked, due to factor IX defect, 300807 (3);{Deep venous thrombosis, protection against}, 300807 (3);{Warfarin sensitivity}, 122700 (3)	MIM:300746|HGNC:HGNC:3551|Ensembl:ENSG00000101981|Vega:OTTHUMG00000022536	coagulation factor IX	protein-coding
412	STS	ARSC|ARSC1|ASC|ES|SSDD|XLI	300747	Ichthyosis, X-linked, 308100 (3)	MIM:300747|HGNC:HGNC:11425|Ensembl:ENSG00000101846|Vega:OTTHUMG00000021102	steroid sulfatase	protein-coding
724110	SPG34		300750	Spastic paraplegia 34, X-linked (2)	MIM:300750|HGNC:HGNC:32944	spastic paraplegia 34 (autosomal dominant)	unknown
100271718	AD16		300756	{Alzheimer disease 16} (2)	MIM:300756	Alzheimer disease 16	unknown
6102	RP2	DELXp11.3|NM23-H10|NME10|TBCCD2|XRP2	300757	Retinitis pigmentosa 2, 312600 (3)	MIM:300757|HGNC:HGNC:10274|Ensembl:ENSG00000102218|Vega:OTTHUMG00000021430	RP2, ARL3 GTPase activating protein	protein-coding
116442	RAB39B	BGMR|MRX72|WSMN|WSN	300774	?Waisman syndrome, 311510 (3);Mental retardation, X-linked 72, 300271 (3)	MIM:300774|MIM:311510|HGNC:HGNC:16499|Ensembl:ENSG00000155961|Vega:OTTHUMG00000022659	RAB39B, member RAS oncogene family	protein-coding
79868	ALG13	CDG1S|CXorf45|EIEE36|GLT28D1|MDS031|TDRD13|YGL047W	300776	?Congenital disorder of glycosylation, type Is, 300884 (3);Epileptic encephalopathy, early infantile, 36, 300884 (3)	MIM:300776|HGNC:HGNC:30881|Ensembl:ENSG00000101901|Vega:OTTHUMG00000022209	ALG13, UDP-N-acetylglucosaminyltransferase subunit	protein-coding
55217	TMLHE	AUTSX6|BBOX2|TMLD|TMLH|TMLHED|XAP130	300777	{Autism, susceptibility to, X-linked 6}, 300872 (3)	MIM:300777|HGNC:HGNC:18308|Ensembl:ENSG00000185973|Vega:OTTHUMG00000022674	trimethyllysine hydroxylase, epsilon	protein-coding
100302509	LECD		300778	Corneal dystrophy, Lisch epithelial (2)	MIM:300778	Corneal dystrophy, Lisch epithelial	unknown
100302510	XECD		300779	Corneal dystrophy, endothelial, X-linked (2)	MIM:300779	Corneal dystrophy, endothelial, X-linked	unknown
5256	PHKA2	GSD9A|PHK|PYK|PYKL|XLG|XLG2	300798	Glycogen storage disease, type IXa1, 306000 (3);Glycogen storage disease, type IXa2, 306000 (3)	MIM:300798|HGNC:HGNC:8926|Ensembl:ENSG00000044446|Vega:OTTHUMG00000021222	phosphorylase kinase regulatory subunit alpha 2	protein-coding
100310754	DUPXP11.23P11.22	CXDUPp11.23p11.22	300801	Chromosome Xp11.23-p11.22 duplication syndrome (4)	MIM:300801	Chromosome Xp11.23-p11.22 duplication syndrome	unknown
2334	AFF2	FMR2|FMR2P|FRAXE|MRX2|OX19	300806	Mental retardation, X-linked, FRAXE type, 309548 (3)	MIM:300806|HGNC:HGNC:3776|Ensembl:ENSG00000155966|Vega:OTTHUMG00000022613	AF4/FMR2 family member 2	protein-coding
4935	GPR143	NYS6|OA1	300808	Nystagmus 6, congenital, X-linked, 300814 (3);Ocular albinism, type I, Nettleship-Falls type, 300500 (3)	MIM:300808|HGNC:HGNC:20145|Ensembl:ENSG00000101850|Vega:OTTHUMG00000021118	G protein-coupled receptor 143	protein-coding
100379200	SLEB15		300809	{Systemic lupus erythematosus, susceptibility to, 15} (2)	MIM:300809	Systemic lupus erthematosus, susceptibility to, 15	unknown
100415893	DUPXQ28	CXq28	300815	Chromosome Xq28 duplication syndrome (4)	MIM:300815	Chromosome Xq28 duplication syndrome	unknown
2652	OPN1MW	CBBM|CBD|COD5|GCP|GOP|OPN1MW1	300821	Blue cone monochromacy, 303700 (3);Colorblindness, deutan, 303800 (3)	MIM:300821|HGNC:HGNC:4206|Ensembl:ENSG00000268221|Vega:OTTHUMG00000022652	opsin 1, medium wave sensitive	protein-coding
5956	OPN1LW	CBBM|CBP|COD5|RCP|ROP	300822	Blue cone monochromacy, 303700 (3);Colorblindness, protan, 303900 (3)	MIM:300822|HGNC:HGNC:9936|Ensembl:ENSG00000102076|Vega:OTTHUMG00000034295	opsin 1, long wave sensitive	protein-coding
3423	IDS	MPS2|SIDS	300823	Mucopolysaccharidosis II, 309900 (3)	MIM:300823|HGNC:HGNC:5389|Ensembl:ENSG00000010404|Vega:OTTHUMG00000022615	iduronate 2-sulfatase	protein-coding
8823	FGF16	FGF-16|MF4	300827	Metacarpal 4-5 fusion, 309630 (3)	MIM:300827|MIM:309630|HGNC:HGNC:3672|Ensembl:ENSG00000196468|Vega:OTTHUMG00000013133	fibroblast growth factor 16	protein-coding
139411	PTCHD1	AUTSX4	300828	{Autism, susceptibility to, X-linked 4}, 300830 (3)	MIM:300828|HGNC:HGNC:26392|Ensembl:ENSG00000165186|Vega:OTTHUMG00000021251	patched domain containing 1	protein-coding
100653372	SRXX3		300833	46XX sex reversal 3 (4)	MIM:300833	46XX sex reversal 3	unknown
3730	ANOS1	ADMLX|HH1|HHA|KAL|KAL1|KALIG-1|KMS|WFDC19	300836	Hypogonadotropic hypogonadism 1 with or without anosmia (Kallmann syndrome 1), 308700 (3)	MIM:300836|HGNC:HGNC:6211|Ensembl:ENSG00000011201|Vega:OTTHUMG00000021107	anosmin 1	protein-coding
9758	FRMPD4	MRX104|PDZD10|PDZK10	300838	Mental retardation, X-linked 104, 300983 (3)	MIM:300838|HGNC:HGNC:29007|Ensembl:ENSG00000169933|Vega:OTTHUMG00000021138	FERM and PDZ domain containing 4	protein-coding
6247	RS1	RS|XLRS1	300839	Retinoschisis, 312700 (3)	MIM:300839|HGNC:HGNC:10457|Ensembl:ENSG00000102104|Vega:OTTHUMG00000021216	retinoschisin 1	protein-coding
2157	F8	AHF|DXS1253E|F8B|F8C|FVIII|HEMA	300841	Hemophilia A, 306700 (3)	MIM:300841|HGNC:HGNC:3546|Ensembl:ENSG00000185010|Vega:OTTHUMG00000022688	coagulation factor VIII	protein-coding
100653365	BED		300843	Bornholm eye disease (2)	MIM:300843	Bornholm eye disease	unknown
100653379	MYMY4	CXDELq38	300845	Moyamoya disease 4 (4)	MIM:300845	Moyamoya disease 4	unknown
102775565	MRX92		300851	Mental retardation, X-linked 92 (2)	MIM:300851	Mental retardation, X-linked 92	unknown
105463129	MRX88		300852	Mental retardation, X-linked 88 (2)	MIM:300852	Mental retardation, X-linked 88	unknown
100689214	HYSP4		300856	{Hypospadias 4, X-linked, susceptibility to} (2)	MIM:300856	Hypospadias 4, X-linked, susceptibilty to	unknown
100739996	MRXS17		300858	Mental retardation, X-linked, syndromic 17 (2)	MIM:300858	Mental retardation, X-linked, syndromic 17	unknown
28952	CCDC22	CXorf37|JM1|RTSC2	300859	Ritscher-Schinzel syndrome 2, 300963 (3)	MIM:300859|HGNC:HGNC:28909|Ensembl:ENSG00000101997|Vega:OTTHUMG00000024141	coiled-coil domain containing 22	protein-coding
100820761	MRXSCS		300861	Mental retardation, X-linked, syndromic, Chudley-Schwartz type, (2)	MIM:300861	Mental retardation, X-linked, syndromic, Chudley-Schwartz type	unknown
100820758	CCCSX		300864	Cerebral-cerebellar-coloboma syndrome, X-linked (2)	MIM:300864	Cerebral-cerebellar-coloboma syndrome, X-linked	unknown
100874533	DUPXQ27.3Q28	CXDUPq27.3q28	300869	Chromosome Xq27.3-q28 duplication syndrome (4)	MIM:300869	Chromosome Xq27.3-q28 duplication syndrome	unknown
1349	COX7B	APLCC|LSDMCA2	300885	Linear skin defects with multiple congenital anomalies 2, 300887 (3)	MIM:300885|HGNC:HGNC:2291|Ensembl:ENSG00000131174|Vega:OTTHUMG00000022718	cytochrome c oxidase subunit 7B	protein-coding
55906	ZC4H2	HCA127|KIAA1166|WRWF|WWS	300897	Wieacker-Wolff syndrome, 314580 (3)	MIM:300897|HGNC:HGNC:24931|Ensembl:ENSG00000126970|Vega:OTTHUMG00000021712	zinc finger C4H2-type containing	protein-coding
5165	PDK3	CMTX6|GS1-358P8.4	300906	?Charcot-Marie-Tooth disease, X-linked dominant, 6, 300905 (3)	MIM:300906|HGNC:HGNC:8811|Ensembl:ENSG00000067992|Vega:OTTHUMG00000021269	pyruvate dehydrogenase kinase 3	protein-coding
203547	VMA21	MEAX|XMEA	300913	Myopathy, X-linked, with excessive autophagy, 310440 (3)	MIM:300913|HGNC:HGNC:22082|Ensembl:ENSG00000160131|Vega:OTTHUMG00000024168	VMA21, vacuolar ATPase assembly factor	protein-coding
139212	PIH1D3	CILD36|CXorf41|NYSAR97	300933	Ciliary dyskinesia, primary, 36, X-linked, 300991 (3)	MIM:300933|HGNC:HGNC:28570|Ensembl:ENSG00000080572|Vega:OTTHUMG00000022160	PIH1 domain containing 3	protein-coding
105259600	CXDUPQ26.3	DUPXq26.3|XLAG	300942	Chromosome Xq26.3 duplication syndrome (4)	MIM:300942	Chromosome Xq26.3 duplication syndrome	unknown
90121	TSR2	DBA14|DT1P1A10|WGG1	300945	?Diamond-Blackfan anemia 14 with mandibulofacial dysostosis, 300946 (3)	MIM:300945|HGNC:HGNC:25455|Ensembl:ENSG00000158526|Vega:OTTHUMG00000021628	TSR2, ribosome maturation factor	protein-coding
7737	RNF113A	Cwc24|RNF113|TTD5|ZNF183	300951	?Trichothiodystrophy 5, nonphotosensitive, 300953 (3)	MIM:300951|HGNC:HGNC:12974|Ensembl:ENSG00000125352|Vega:OTTHUMG00000022283	ring finger protein 113A	protein-coding
81887	LAS1L	Las1-like|WTS|dJ475B7.2	300964	Wilson-Turner syndrome, 309585 (3)	MIM:300964|HGNC:HGNC:25726|Ensembl:ENSG00000001497|Vega:OTTHUMG00000021720	LAS1 like, ribosome biogenesis factor	protein-coding
389856	USP27X	MRX105|USP22L|USP27	300975	Mental retardation 105, 300984 (3)	MIM:300975|HGNC:HGNC:13486|Ensembl:ENSG00000273820|Vega:OTTHUMG00000189037	ubiquitin specific peptidase 27, X-linked	protein-coding
108684029	DUPXQ25		300979	Xq25 duplication syndrome (4)	MIM:300979	Xq25 duplication syndrome	unknown
80311	KLHL15	HEL-S-305	300980	Mental retardation, X-linked 103, 300982 (3)	MIM:300980|HGNC:HGNC:29347|Ensembl:ENSG00000174010|Vega:OTTHUMG00000021261	kelch like family member 15	protein-coding
201	AIH3		301201	?Amelogenesis imperfecta, type IE, X-linked 2 (2)	MIM:301201|HGNC:HGNC:355	amelogenesis imperfecta 3, hypomaturation or hypoplastic type	unknown
212	ALAS2	ALAS-E|ALASE|ANH1|ASB|SIDBA1|XLDPP|XLEPP|XLSA	301300	Anemia, sideroblastic, 1, 300751 (3);Protoporphyria, erythropoietic, X-linked, 300752 (3)	MIM:301300|HGNC:HGNC:397|Ensembl:ENSG00000158578|Vega:OTTHUMG00000021641	5'-aminolevulinate synthase 2	protein-coding
289	ANOP1	MCOPS4	301590	?Microphthalmia, syndromic 4 (2)	MIM:301590|HGNC:HGNC:498	anophthalmos 1 (with mental retardation, without limb anomalies or dental or urogenital abnormalities)	unknown
407	ARR3	ARRX|MYP26|cArr	301770	Myopia 26, X-linked, female-limited, 301010 (3)	MIM:301770|HGNC:HGNC:710|Ensembl:ENSG00000120500|Vega:OTTHUMG00000021768	arrestin 3	protein-coding
8255	BZX	BDCS	301845	Bazex syndrome (2)	MIM:301845	Bazex syndrome	unknown
633	BGN	DSPG1|MRLS|PG-S1|PGI|SEMDX|SLRR1A	301870	Meester-Loeys syndrome, 300989 (3);Spondyloepimetaphyseal dysplasia, X-linked, 300106 (3)	MIM:301870|HGNC:HGNC:1044|Ensembl:ENSG00000182492|Vega:OTTHUMG00000024205	biglycan	protein-coding
1253	CMTX2		302801	Charcot-Marie-Tooth neuropathy, X-linked recessive, 2 (2)	MIM:302801|HGNC:HGNC:2137	Charcot-Marie-Tooth neuropathy, X-linked 2 (recessive)	unknown
1254	CMTX3		302802	Charcot-Marie-Tooth neuropathy, X-linked recessive, 3 (2)	MIM:302802|HGNC:HGNC:2138	Charcot-Marie-Tooth neuropathy, X-linked 3 (dominant)	unknown
1183	CLCN4	CLC4|ClC-4|ClC-4A|MRX15|MRX49	302910	Mental retardation, X-linked 49/15, 300114 (3)	MIM:302910|HGNC:HGNC:2022|Ensembl:ENSG00000073464|Vega:OTTHUMG00000021125	chloride voltage-gated channel 4	protein-coding
100887743	DELXQ21	CXDELq21	303110	Choroideremia, deafness, and mental retardation (4)	MIM:303110	Choroideremia, deafness, and mental retardation	unknown
1287	COL4A5	ASLN|ATS|CA54	303630	Alport syndrome, 301050 (3)	MIM:303630|HGNC:HGNC:2207|Ensembl:ENSG00000188153|Vega:OTTHUMG00000022182	collagen type IV alpha 5 chain	protein-coding
1288	COL4A6	CXDELq22.3|DELXq22.3|DFNX6	303631	?Deafness, X-linked 6, 300914 (3)	MIM:303631|HGNC:HGNC:2208|Ensembl:ENSG00000197565|Vega:OTTHUMG00000022179	collagen type IV alpha 6 chain	protein-coding
2705	GJB1	CMTX|CMTX1|CX32	304040	Charcot-Marie-Tooth neuropathy, X-linked dominant, 1, 302800 (3)	MIM:304040|HGNC:HGNC:4283|Ensembl:ENSG00000169562|Vega:OTTHUMG00000021797	gap junction protein beta 1	protein-coding
192	AIC		304050	Aicardi syndrome (2)	MIM:304050|HGNC:HGNC:350	Aicardi syndrome	unknown
8231	CND		304730	Dermoids of cornea (2)	MIM:304730	Corneal dermoids	unknown
2623	GATA1	ERYF1|GATA-1|GF-1|GF1|NF-E1|NFE1|XLANP|XLTDA|XLTT	305371	Anemia, X-linked, with/without neutropenia and/or platelet abnormalities, 300835 (3);Leukemia, megakaryoblastic, with or without Down syndrome, somatic, 190685 (3);Thrombocytopenia with beta-thalassemia, X-linked, 314050 (3);Thrombocytopenia, X-linked, with or without dyserythropoietic anemia, 300367 (3)	MIM:305371|HGNC:HGNC:4170|Ensembl:ENSG00000102145|Vega:OTTHUMG00000021504	GATA binding protein 1	protein-coding
2221	FCP1	FCP|FCPX|HBFQTL3	305435	Fetal hemoglobin quantitative trait locus 3 (2)	MIM:305435|HGNC:HGNC:3627	F-cell production 1	unknown
